original_file,original_path,variant_path,ground_truth,variant_resolution,width,height,score,predicted_label,original_score,original_predicted_label,score_delta_vs_original,label_changed_vs_original,status,error_message,inference_time_ms
ai_008.png,data\test_images\ai\ai_008.png,data\day11_resolution_control\ai\long_edge_768\ai_008__long_edge_768.png,ai,long_edge_768,768,576,0.206391,ai,0.180457,ai,0.025934,false,success,,85.6
ai_008.png,data\test_images\ai\ai_008.png,data\day11_resolution_control\ai\long_edge_1024\ai_008__long_edge_1024.png,ai,long_edge_1024,1024,768,0.202209,ai,0.180457,ai,0.021752,false,success,,151.96
ai_009.png,data\test_images\ai\ai_009.png,data\day11_resolution_control\ai\long_edge_512\ai_009__long_edge_512.png,ai,long_edge_512,512,384,0.226767,ai,0.194494,ai,0.032273,false,success,,41.72
ai_009.png,data\test_images\ai\ai_009.png,data\day11_resolution_control\ai\long_edge_768\ai_009__long_edge_768.png,ai,long_edge_768,768,576,0.229701,ai,0.194494,ai,0.035207,false,success,,86.4
ai_009.png,data\test_images\ai\ai_009.png,data\day11_resolution_control\ai\long_edge_1024\ai_009__long_edge_1024.png,ai,long_edge_1024,1024,768,0.222202,ai,0.194494,ai,0.027708,false,success,,153.42
ai_010.png,data\test_images\ai\ai_010.png,data\day11_resolution_control\ai\long_edge_512\ai_010__long_edge_512.png,ai,long_edge_512,410,512,0.147666,real,0.147024,real,0.000642,false,success,,52.21
ai_010.png,data\test_images\ai\ai_010.png,data\day11_resolution_control\ai\long_edge_768\ai_010__long_edge_768.png,ai,long_edge_768,615,768,0.153575,ai,0.147024,real,0.006551,true,success,,101.66
ai_010.png,data\test_images\ai\ai_010.png,data\day11_resolution_control\ai\long_edge_1024\ai_010__long_edge_1024.png,ai,long_edge_1024,819,1024,0.155846,ai,0.147024,real,0.008822,true,success,,175.41
ai_011.png,data\test_images\ai\ai_011.png,data\day11_resolution_control\ai\long_edge_512\ai_011__long_edge_512.png,ai,long_edge_512,512,384,0.147183,real,0.132229,real,0.014954,false,success,,46.02
ai_011.png,data\test_images\ai\ai_011.png,data\day11_resolution_control\ai\long_edge_768\ai_011__long_edge_768.png,ai,long_edge_768,768,576,0.145729,real,0.132229,real,0.013500,false,success,,93.37
ai_011.png,data\test_images\ai\ai_011.png,data\day11_resolution_control\ai\long_edge_1024\ai_011__long_edge_1024.png,ai,long_edge_1024,1024,768,0.143011,real,0.132229,real,0.010782,false,success,,154.66
ai_012.png,data\test_images\ai\ai_012.png,data\day11_resolution_control\ai\long_edge_512\ai_012__long_edge_512.png,ai,long_edge_512,512,384,0.202726,ai,0.173775,ai,0.028951,false,success,,46.32
ai_012.png,data\test_images\ai\ai_012.png,data\day11_resolution_control\ai\long_edge_768\ai_012__long_edge_768.png,ai,long_edge_768,768,576,0.202078,ai,0.173775,ai,0.028303,false,success,,94.95
ai_012.png,data\test_images\ai\ai_012.png,data\day11_resolution_control\ai\long_edge_1024\ai_012__long_edge_1024.png,ai,long_edge_1024,1024,768,0.195981,ai,0.173775,ai,0.022206,false,success,,164.52
ai_013.png,data\test_images\ai\ai_013.png,data\day11_resolution_control\ai\long_edge_512\ai_013__long_edge_512.png,ai,long_edge_512,512,384,0.159404,ai,0.133096,real,0.026308,true,success,,43.55
ai_013.png,data\test_images\ai\ai_013.png,data\day11_resolution_control\ai\long_edge_768\ai_013__long_edge_768.png,ai,long_edge_768,768,576,0.154859,ai,0.133096,real,0.021763,true,success,,87.51
ai_013.png,data\test_images\ai\ai_013.png,data\day11_resolution_control\ai\long_edge_1024\ai_013__long_edge_1024.png,ai,long_edge_1024,1024,768,0.146982,real,0.133096,real,0.013886,false,success,,150.23
ai_014.png,data\test_images\ai\ai_014.png,data\day11_resolution_control\ai\long_edge_512\ai_014__long_edge_512.png,ai,long_edge_512,512,384,0.178053,ai,0.136960,real,0.041093,true,success,,44.32
ai_014.png,data\test_images\ai\ai_014.png,data\day11_resolution_control\ai\long_edge_768\ai_014__long_edge_768.png,ai,long_edge_768,768,576,0.169878,ai,0.136960,real,0.032918,true,success,,91.06
ai_014.png,data\test_images\ai\ai_014.png,data\day11_resolution_control\ai\long_edge_1024\ai_014__long_edge_1024.png,ai,long_edge_1024,1024,768,0.158611,ai,0.136960,real,0.021651,true,success,,159.05
ai_015.png,data\test_images\ai\ai_015.png,data\day11_resolution_control\ai\long_edge_512\ai_015__long_edge_512.png,ai,long_edge_512,512,384,0.213669,ai,0.155206,ai,0.058463,false,success,,42.86
ai_015.png,data\test_images\ai\ai_015.png,data\day11_resolution_control\ai\long_edge_768\ai_015__long_edge_768.png,ai,long_edge_768,768,576,0.204607,ai,0.155206,ai,0.049401,false,success,,87.48
ai_015.png,data\test_images\ai\ai_015.png,data\day11_resolution_control\ai\long_edge_1024\ai_015__long_edge_1024.png,ai,long_edge_1024,1024,768,0.188276,ai,0.155206,ai,0.033070,false,success,,154.12
ai_016.png,data\test_images\ai\ai_016.png,data\day11_resolution_control\ai\long_edge_512\ai_016__long_edge_512.png,ai,long_edge_512,512,384,0.184667,ai,0.165766,ai,0.018901,false,success,,42.96
ai_016.png,data\test_images\ai\ai_016.png,data\day11_resolution_control\ai\long_edge_768\ai_016__long_edge_768.png,ai,long_edge_768,768,576,0.188509,ai,0.165766,ai,0.022743,false,success,,91.52
ai_016.png,data\test_images\ai\ai_016.png,data\day11_resolution_control\ai\long_edge_1024\ai_016__long_edge_1024.png,ai,long_edge_1024,1024,768,0.185331,ai,0.165766,ai,0.019565,false,success,,154.27
ai_017.png,data\test_images\ai\ai_017.png,data\day11_resolution_control\ai\long_edge_512\ai_017__long_edge_512.png,ai,long_edge_512,512,384,0.158547,ai,0.159653,ai,0.001106,false,success,,42.87
ai_017.png,data\test_images\ai\ai_017.png,data\day11_resolution_control\ai\long_edge_768\ai_017__long_edge_768.png,ai,long_edge_768,768,576,0.165589,ai,0.159653,ai,0.005936,false,success,,86.78
ai_017.png,data\test_images\ai\ai_017.png,data\day11_resolution_control\ai\long_edge_1024\ai_017__long_edge_1024.png,ai,long_edge_1024,1024,768,0.169103,ai,0.159653,ai,0.009450,false,success,,151.44
ai_018.png,data\test_images\ai\ai_018.png,data\day11_resolution_control\ai\long_edge_512\ai_018__long_edge_512.png,ai,long_edge_512,512,384,0.236956,ai,0.195643,ai,0.041313,false,success,,44.69
ai_018.png,data\test_images\ai\ai_018.png,data\day11_resolution_control\ai\long_edge_768\ai_018__long_edge_768.png,ai,long_edge_768,768,576,0.235432,ai,0.195643,ai,0.039789,false,success,,83.85
ai_018.png,data\test_images\ai\ai_018.png,data\day11_resolution_control\ai\long_edge_1024\ai_018__long_edge_1024.png,ai,long_edge_1024,1024,768,0.225646,ai,0.195643,ai,0.030003,false,success,,145.65
ai_019.png,data\test_images\ai\ai_019.png,data\day11_resolution_control\ai\long_edge_512\ai_019__long_edge_512.png,ai,long_edge_512,512,384,0.193029,ai,0.191518,ai,0.001511,false,success,,44.98
ai_019.png,data\test_images\ai\ai_019.png,data\day11_resolution_control\ai\long_edge_768\ai_019__long_edge_768.png,ai,long_edge_768,768,576,0.205550,ai,0.191518,ai,0.014032,false,success,,92.02
ai_019.png,data\test_images\ai\ai_019.png,data\day11_resolution_control\ai\long_edge_1024\ai_019__long_edge_1024.png,ai,long_edge_1024,1024,768,0.208118,ai,0.191518,ai,0.016600,false,success,,161.85
ai_020.png,data\test_images\ai\ai_020.png,data\day11_resolution_control\ai\long_edge_512\ai_020__long_edge_512.png,ai,long_edge_512,512,384,0.168267,ai,0.146161,real,0.022106,true,success,,42.02
ai_020.png,data\test_images\ai\ai_020.png,data\day11_resolution_control\ai\long_edge_768\ai_020__long_edge_768.png,ai,long_edge_768,768,576,0.171046,ai,0.146161,real,0.024885,true,success,,90.93
ai_020.png,data\test_images\ai\ai_020.png,data\day11_resolution_control\ai\long_edge_1024\ai_020__long_edge_1024.png,ai,long_edge_1024,1024,768,0.165295,ai,0.146161,real,0.019134,true,success,,157.3
ai_021.png,data\test_images\ai\ai_021.png,data\day11_resolution_control\ai\long_edge_512\ai_021__long_edge_512.png,ai,long_edge_512,410,512,0.138253,real,0.114600,real,0.023653,false,success,,51.03
ai_021.png,data\test_images\ai\ai_021.png,data\day11_resolution_control\ai\long_edge_768\ai_021__long_edge_768.png,ai,long_edge_768,615,768,0.132566,real,0.114600,real,0.017966,false,success,,107.07
ai_021.png,data\test_images\ai\ai_021.png,data\day11_resolution_control\ai\long_edge_1024\ai_021__long_edge_1024.png,ai,long_edge_1024,819,1024,0.125629,real,0.114600,real,0.011029,false,success,,176.9
ai_022.png,data\test_images\ai\ai_022.png,data\day11_resolution_control\ai\long_edge_512\ai_022__long_edge_512.png,ai,long_edge_512,512,384,0.195531,ai,0.183313,ai,0.012218,false,success,,41.02
ai_022.png,data\test_images\ai\ai_022.png,data\day11_resolution_control\ai\long_edge_768\ai_022__long_edge_768.png,ai,long_edge_768,768,576,0.205742,ai,0.183313,ai,0.022429,false,success,,92.21
ai_022.png,data\test_images\ai\ai_022.png,data\day11_resolution_control\ai\long_edge_1024\ai_022__long_edge_1024.png,ai,long_edge_1024,1024,768,0.204612,ai,0.183313,ai,0.021299,false,success,,156.43
ai_023.png,data\test_images\ai\ai_023.png,data\day11_resolution_control\ai\long_edge_512\ai_023__long_edge_512.png,ai,long_edge_512,512,384,0.219245,ai,0.193182,ai,0.026063,false,success,,40.74
ai_023.png,data\test_images\ai\ai_023.png,data\day11_resolution_control\ai\long_edge_768\ai_023__long_edge_768.png,ai,long_edge_768,768,576,0.229268,ai,0.193182,ai,0.036086,false,success,,87.02
ai_023.png,data\test_images\ai\ai_023.png,data\day11_resolution_control\ai\long_edge_1024\ai_023__long_edge_1024.png,ai,long_edge_1024,1024,768,0.223694,ai,0.193182,ai,0.030512,false,success,,154.09
ai_024.png,data\test_images\ai\ai_024.png,data\day11_resolution_control\ai\long_edge_512\ai_024__long_edge_512.png,ai,long_edge_512,410,512,0.147979,real,0.135133,real,0.012846,false,success,,45.17
ai_024.png,data\test_images\ai\ai_024.png,data\day11_resolution_control\ai\long_edge_768\ai_024__long_edge_768.png,ai,long_edge_768,615,768,0.150159,ai,0.135133,real,0.015026,true,success,,94.29
ai_024.png,data\test_images\ai\ai_024.png,data\day11_resolution_control\ai\long_edge_1024\ai_024__long_edge_1024.png,ai,long_edge_1024,819,1024,0.146727,real,0.135133,real,0.011594,false,success,,170.71
ai_025.png,data\test_images\ai\ai_025.png,data\day11_resolution_control\ai\long_edge_512\ai_025__long_edge_512.png,ai,long_edge_512,512,384,0.167790,ai,0.141403,real,0.026387,true,success,,43.12
ai_025.png,data\test_images\ai\ai_025.png,data\day11_resolution_control\ai\long_edge_768\ai_025__long_edge_768.png,ai,long_edge_768,768,576,0.166866,ai,0.141403,real,0.025463,true,success,,94.27
ai_025.png,data\test_images\ai\ai_025.png,data\day11_resolution_control\ai\long_edge_1024\ai_025__long_edge_1024.png,ai,long_edge_1024,1024,768,0.160283,ai,0.141403,real,0.018880,true,success,,150.11
ai_026.png,data\test_images\ai\ai_026.png,data\day11_resolution_control\ai\long_edge_512\ai_026__long_edge_512.png,ai,long_edge_512,512,384,0.185374,ai,0.192624,ai,0.007250,false,success,,41.12
ai_026.png,data\test_images\ai\ai_026.png,data\day11_resolution_control\ai\long_edge_768\ai_026__long_edge_768.png,ai,long_edge_768,768,576,0.204364,ai,0.192624,ai,0.011740,false,success,,86.61
ai_026.png,data\test_images\ai\ai_026.png,data\day11_resolution_control\ai\long_edge_1024\ai_026__long_edge_1024.png,ai,long_edge_1024,1024,768,0.208369,ai,0.192624,ai,0.015745,false,success,,149.58
ai_027.png,data\test_images\ai\ai_027.png,data\day11_resolution_control\ai\long_edge_512\ai_027__long_edge_512.png,ai,long_edge_512,512,384,0.207170,ai,0.201511,ai,0.005659,false,success,,44.69
ai_027.png,data\test_images\ai\ai_027.png,data\day11_resolution_control\ai\long_edge_768\ai_027__long_edge_768.png,ai,long_edge_768,768,576,0.218506,ai,0.201511,ai,0.016995,false,success,,86.36
ai_027.png,data\test_images\ai\ai_027.png,data\day11_resolution_control\ai\long_edge_1024\ai_027__long_edge_1024.png,ai,long_edge_1024,1024,768,0.220112,ai,0.201511,ai,0.018601,false,success,,148.95
ai_028.png,data\test_images\ai\ai_028.png,data\day11_resolution_control\ai\long_edge_512\ai_028__long_edge_512.png,ai,long_edge_512,512,384,0.202420,ai,0.181577,ai,0.020843,false,success,,45.69
ai_028.png,data\test_images\ai\ai_028.png,data\day11_resolution_control\ai\long_edge_768\ai_028__long_edge_768.png,ai,long_edge_768,768,576,0.206776,ai,0.181577,ai,0.025199,false,success,,90.86
ai_028.png,data\test_images\ai\ai_028.png,data\day11_resolution_control\ai\long_edge_1024\ai_028__long_edge_1024.png,ai,long_edge_1024,1024,768,0.202806,ai,0.181577,ai,0.021229,false,success,,157.66
ai_029.png,data\test_images\ai\ai_029.png,data\day11_resolution_control\ai\long_edge_512\ai_029__long_edge_512.png,ai,long_edge_512,512,384,0.186634,ai,0.162104,ai,0.024530,false,success,,47.53
ai_029.png,data\test_images\ai\ai_029.png,data\day11_resolution_control\ai\long_edge_768\ai_029__long_edge_768.png,ai,long_edge_768,768,576,0.182971,ai,0.162104,ai,0.020867,false,success,,98.57
ai_029.png,data\test_images\ai\ai_029.png,data\day11_resolution_control\ai\long_edge_1024\ai_029__long_edge_1024.png,ai,long_edge_1024,1024,768,0.178818,ai,0.162104,ai,0.016714,false,success,,168.77
ai_030.png,data\test_images\ai\ai_030.png,data\day11_resolution_control\ai\long_edge_512\ai_030__long_edge_512.png,ai,long_edge_512,512,384,0.215148,ai,0.195831,ai,0.019317,false,success,,41.18
ai_030.png,data\test_images\ai\ai_030.png,data\day11_resolution_control\ai\long_edge_768\ai_030__long_edge_768.png,ai,long_edge_768,768,576,0.221438,ai,0.195831,ai,0.025607,false,success,,87.39
ai_030.png,data\test_images\ai\ai_030.png,data\day11_resolution_control\ai\long_edge_1024\ai_030__long_edge_1024.png,ai,long_edge_1024,1024,768,0.217416,ai,0.195831,ai,0.021585,false,success,,146.35
real_001.jpg,data\test_images\real\real_001.jpg,data\day11_resolution_control\real\long_edge_512\real_001__long_edge_512.jpg,real,long_edge_512,384,512,0.214124,ai,0.208724,ai,0.005400,false,success,,32.05
real_001.jpg,data\test_images\real\real_001.jpg,data\day11_resolution_control\real\long_edge_768\real_001__long_edge_768.jpg,real,long_edge_768,576,768,0.217710,ai,0.208724,ai,0.008986,false,success,,62.01
real_001.jpg,data\test_images\real\real_001.jpg,data\day11_resolution_control\real\long_edge_1024\real_001__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.216826,ai,0.208724,ai,0.008102,false,success,,105.37
real_001.jpg,data\test_images\real\real_001.jpg,data\day11_resolution_control\real\long_edge_1536\real_001__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.206526,ai,0.208724,ai,0.002198,false,success,,222.6
real_002.jpg,data\test_images\real\real_002.jpg,data\day11_resolution_control\real\long_edge_512\real_002__long_edge_512.jpg,real,long_edge_512,384,512,0.217435,ai,0.196063,ai,0.021372,false,success,,31.7
real_002.jpg,data\test_images\real\real_002.jpg,data\day11_resolution_control\real\long_edge_768\real_002__long_edge_768.jpg,real,long_edge_768,576,768,0.224140,ai,0.196063,ai,0.028077,false,success,,63.77
real_002.jpg,data\test_images\real\real_002.jpg,data\day11_resolution_control\real\long_edge_1024\real_002__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.221418,ai,0.196063,ai,0.025355,false,success,,106.97
real_002.jpg,data\test_images\real\real_002.jpg,data\day11_resolution_control\real\long_edge_1536\real_002__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.200078,ai,0.196063,ai,0.004015,false,success,,233.7
real_003.jpg,data\test_images\real\real_003.jpg,data\day11_resolution_control\real\long_edge_512\real_003__long_edge_512.jpg,real,long_edge_512,384,512,0.197644,ai,0.136630,real,0.061014,true,success,,31.25
real_003.jpg,data\test_images\real\real_003.jpg,data\day11_resolution_control\real\long_edge_768\real_003__long_edge_768.jpg,real,long_edge_768,576,768,0.182603,ai,0.136630,real,0.045973,true,success,,57.24
real_003.jpg,data\test_images\real\real_003.jpg,data\day11_resolution_control\real\long_edge_1024\real_003__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.155469,ai,0.136630,real,0.018839,true,success,,97.79
real_004.jpg,data\test_images\real\real_004.jpg,data\day11_resolution_control\real\long_edge_512\real_004__long_edge_512.jpg,real,long_edge_512,384,512,0.114496,real,0.219579,ai,0.105083,true,success,,29.63
real_004.jpg,data\test_images\real\real_004.jpg,data\day11_resolution_control\real\long_edge_768\real_004__long_edge_768.jpg,real,long_edge_768,576,768,0.135731,real,0.219579,ai,0.083848,true,success,,55.87
real_004.jpg,data\test_images\real\real_004.jpg,data\day11_resolution_control\real\long_edge_1024\real_004__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.170298,ai,0.219579,ai,0.049281,false,success,,102.11
real_005.jpg,data\test_images\real\real_005.jpg,data\day11_resolution_control\real\long_edge_512\real_005__long_edge_512.jpg,real,long_edge_512,384,512,0.144306,real,0.220945,ai,0.076639,true,success,,28.92
real_005.jpg,data\test_images\real\real_005.jpg,data\day11_resolution_control\real\long_edge_768\real_005__long_edge_768.jpg,real,long_edge_768,576,768,0.137600,real,0.220945,ai,0.083345,true,success,,56.93
real_005.jpg,data\test_images\real\real_005.jpg,data\day11_resolution_control\real\long_edge_1024\real_005__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.137123,real,0.220945,ai,0.083822,true,success,,99.0
real_005.jpg,data\test_images\real\real_005.jpg,data\day11_resolution_control\real\long_edge_1536\real_005__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.168600,ai,0.220945,ai,0.052345,false,success,,212.51
real_006.jpg,data\test_images\real\real_006.jpg,data\day11_resolution_control\real\long_edge_512\real_006__long_edge_512.jpg,real,long_edge_512,384,512,0.119021,real,0.167131,ai,0.048110,true,success,,27.69
real_006.jpg,data\test_images\real\real_006.jpg,data\day11_resolution_control\real\long_edge_768\real_006__long_edge_768.jpg,real,long_edge_768,576,768,0.137928,real,0.167131,ai,0.029203,true,success,,60.69
real_006.jpg,data\test_images\real\real_006.jpg,data\day11_resolution_control\real\long_edge_1024\real_006__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.127694,real,0.167131,ai,0.039437,true,success,,100.08
real_007.jpg,data\test_images\real\real_007.jpg,data\day11_resolution_control\real\long_edge_512\real_007__long_edge_512.jpg,real,long_edge_512,384,512,0.165538,ai,0.149587,real,0.015951,true,success,,28.84
real_007.jpg,data\test_images\real\real_007.jpg,data\day11_resolution_control\real\long_edge_768\real_007__long_edge_768.jpg,real,long_edge_768,576,768,0.162639,ai,0.149587,real,0.013052,true,success,,62.39
real_007.jpg,data\test_images\real\real_007.jpg,data\day11_resolution_control\real\long_edge_1024\real_007__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.154953,ai,0.149587,real,0.005366,true,success,,103.28
real_008.jpg,data\test_images\real\real_008.jpg,data\day11_resolution_control\real\long_edge_512\real_008__long_edge_512.jpg,real,long_edge_512,384,512,0.166162,ai,0.138499,real,0.027663,true,success,,28.9
real_008.jpg,data\test_images\real\real_008.jpg,data\day11_resolution_control\real\long_edge_768\real_008__long_edge_768.jpg,real,long_edge_768,576,768,0.155734,ai,0.138499,real,0.017235,true,success,,60.25
real_008.jpg,data\test_images\real\real_008.jpg,data\day11_resolution_control\real\long_edge_1024\real_008__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.144847,real,0.138499,real,0.006348,false,success,,104.97
real_009.jpg,data\test_images\real\real_009.jpg,data\day11_resolution_control\real\long_edge_512\real_009__long_edge_512.jpg,real,long_edge_512,236,512,0.187840,ai,0.141515,real,0.046325,true,success,,20.9
real_009.jpg,data\test_images\real\real_009.jpg,data\day11_resolution_control\real\long_edge_768\real_009__long_edge_768.jpg,real,long_edge_768,354,768,0.181650,ai,0.141515,real,0.040135,true,success,,44.05
real_009.jpg,data\test_images\real\real_009.jpg,data\day11_resolution_control\real\long_edge_1024\real_009__long_edge_1024.jpg,real,long_edge_1024,472,1024,0.172411,ai,0.141515,real,0.030896,true,success,,68.75
real_009.jpg,data\test_images\real\real_009.jpg,data\day11_resolution_control\real\long_edge_1536\real_009__long_edge_1536.jpg,real,long_edge_1536,709,1536,0.151799,ai,0.141515,real,0.010284,true,success,,158.05
real_010.jpg,data\test_images\real\real_010.jpg,data\day11_resolution_control\real\long_edge_512\real_010__long_edge_512.jpg,real,long_edge_512,341,512,0.204795,ai,0.202450,ai,0.002345,false,success,,29.09
real_010.jpg,data\test_images\real\real_010.jpg,data\day11_resolution_control\real\long_edge_768\real_010__long_edge_768.jpg,real,long_edge_768,512,768,0.209838,ai,0.202450,ai,0.007388,false,success,,55.34
real_010.jpg,data\test_images\real\real_010.jpg,data\day11_resolution_control\real\long_edge_1024\real_010__long_edge_1024.jpg,real,long_edge_1024,683,1024,0.212267,ai,0.202450,ai,0.009817,false,success,,106.45
real_010.jpg,data\test_images\real\real_010.jpg,data\day11_resolution_control\real\long_edge_1536\real_010__long_edge_1536.jpg,real,long_edge_1536,1024,1536,0.212263,ai,0.202450,ai,0.009813,false,success,,214.2
real_011.jpg,data\test_images\real\real_011.jpg,data\day11_resolution_control\real\long_edge_512\real_011__long_edge_512.jpg,real,long_edge_512,384,512,0.167702,ai,0.146013,real,0.021689,true,success,,31.38
real_011.jpg,data\test_images\real\real_011.jpg,data\day11_resolution_control\real\long_edge_768\real_011__long_edge_768.jpg,real,long_edge_768,576,768,0.174954,ai,0.146013,real,0.028941,true,success,,61.74
real_011.jpg,data\test_images\real\real_011.jpg,data\day11_resolution_control\real\long_edge_1024\real_011__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.187066,ai,0.146013,real,0.041053,true,success,,104.21
real_011.jpg,data\test_images\real\real_011.jpg,data\day11_resolution_control\real\long_edge_1536\real_011__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.201288,ai,0.146013,real,0.055275,true,success,,224.86
real_012.jpg,data\test_images\real\real_012.jpg,data\day11_resolution_control\real\long_edge_512\real_012__long_edge_512.jpg,real,long_edge_512,384,512,0.182694,ai,0.117578,real,0.065116,true,success,,32.06
real_012.jpg,data\test_images\real\real_012.jpg,data\day11_resolution_control\real\long_edge_768\real_012__long_edge_768.jpg,real,long_edge_768,576,768,0.177746,ai,0.117578,real,0.060168,true,success,,57.41
real_012.jpg,data\test_images\real\real_012.jpg,data\day11_resolution_control\real\long_edge_1024\real_012__long_edge_1024.jpg,real,long_edge_1024,768,1024,0.172129,ai,0.117578,real,0.054551,true,success,,103.7
real_012.jpg,data\test_images\real\real_012.jpg,data\day11_resolution_control\real\long_edge_1536\real_012__long_edge_1536.jpg,real,long_edge_1536,1152,1536,0.158543,ai,0.117578,real,0.040965,true,success,,226.52
real_013.jpg,data\test_images\real\real_013.jpg,data\day11_resolution_control\real\long_edge_512\real_013__long_edge_512.jpg,real,long_edge_512,384,512,0.149900,real,0.222499,ai,0.072599,true,success,,26.32
