image_id,label,scene_type,variant,current_filename,current_format,resolution_type,score,final_label,source_difficulty,source_difficulty_source,source_difficulty_reason,variant_difficulty,variant_difficulty_source,variant_difficulty_reason,review_reason,stability_issue_type,needs_manual_review,source_path
ai_037,ai,lowlight_weather,native,ai_037_lowlight_weather_native.png,png,native,0.153090,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_037_lowlight_weather_native.png
ai_038,ai,lowlight_weather,native,ai_038_lowlight_weather_native.png,png,native,0.149874,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_038_lowlight_weather_native.png
ai_039,ai,lowlight_weather,native,ai_039_lowlight_weather_native.png,png,native,0.170805,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_039_lowlight_weather_native.png
ai_040,ai,lowlight_weather,native,ai_040_lowlight_weather_native.png,png,native,0.191503,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_040_lowlight_weather_native.png
ai_041,ai,lowlight_weather,native,ai_041_lowlight_weather_native.png,png,native,0.215443,ai,hard,stability_flip,AI image label changed across format or resolution variants.,medium,baseline_score,AI variant predicted correctly but confidence is not strong enough.,AI image label changed across format or resolution variants.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_041_lowlight_weather_native.png
ai_042,ai,lowlight_weather,native,ai_042_lowlight_weather_native.png,png,native,0.184919,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_042_lowlight_weather_native.png
ai_043,ai,lowlight_weather,native,ai_043_lowlight_weather_native.png,png,native,0.136805,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_043_lowlight_weather_native.png
ai_044,ai,lowlight_weather,native,ai_044_lowlight_weather_native.png,png,native,0.185578,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_044_lowlight_weather_native.png
ai_045,ai,lowlight_weather,native,ai_045_lowlight_weather_native.png,png,native,0.170793,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\lowlight_weather\ai_045_lowlight_weather_native.png
ai_046,ai,nature_travel,native,ai_046_nature_travel_native.png,png,native,0.180959,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\nature_travel\ai_046_nature_travel_native.png
ai_047,ai,nature_travel,native,ai_047_nature_travel_native.png,png,native,0.187854,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\nature_travel\ai_047_nature_travel_native.png
ai_049,ai,nature_travel,native,ai_049_nature_travel_native.png,png,native,0.173427,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\nature_travel\ai_049_nature_travel_native.png
ai_050,ai,nature_travel,native,ai_050_nature_travel_native.png,png,native,0.190925,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\nature_travel\ai_050_nature_travel_native.png
ai_051,ai,nature_travel,native,ai_051_nature_travel_native.png,png,native,0.155712,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\raw\ai\nature_travel\ai_051_nature_travel_native.png
ai_052,ai,nature_travel,native,ai_052_nature_travel_native.png,png,native,0.178931,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,format_and_resolution_flip,true,data\test_images\day14_expansion\raw\ai\nature_travel\ai_052_nature_travel_native.png
ai_053,ai,nature_travel,native,ai_053_nature_travel_native.png,png,native,0.184194,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\nature_travel\ai_053_nature_travel_native.png
ai_055,ai,nature_travel,native,ai_055_nature_travel_native.png,png,native,0.191976,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\nature_travel\ai_055_nature_travel_native.png
ai_057,ai,nature_travel,native,ai_057_nature_travel_native.png,png,native,0.189626,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\nature_travel\ai_057_nature_travel_native.png
ai_061,ai,object_closeup,native,ai_061_object_closeup_native.png,png,native,0.192626,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_061_object_closeup_native.png
ai_062,ai,object_closeup,native,ai_062_object_closeup_native.png,png,native,0.196424,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_062_object_closeup_native.png
ai_063,ai,object_closeup,native,ai_063_object_closeup_native.png,png,native,0.199658,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_063_object_closeup_native.png
ai_064,ai,object_closeup,native,ai_064_object_closeup_native.png,png,native,0.139003,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_064_object_closeup_native.png
ai_065,ai,object_closeup,native,ai_065_object_closeup_native.png,png,native,0.143727,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_065_object_closeup_native.png
ai_066,ai,object_closeup,native,ai_066_object_closeup_native.png,png,native,0.164940,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_066_object_closeup_native.png
ai_067,ai,object_closeup,native,ai_067_object_closeup_native.png,png,native,0.141213,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_067_object_closeup_native.png
ai_068,ai,object_closeup,native,ai_068_object_closeup_native.png,png,native,0.197284,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_068_object_closeup_native.png
ai_069,ai,object_closeup,native,ai_069_object_closeup_native.png,png,native,0.225243,ai,hard,stability_flip,AI image label changed across format or resolution variants.,medium,baseline_score,AI variant predicted correctly but confidence is not strong enough.,AI image label changed across format or resolution variants.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_069_object_closeup_native.png
ai_070,ai,object_closeup,native,ai_070_object_closeup_native.png,png,native,0.193343,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_070_object_closeup_native.png
ai_071,ai,object_closeup,native,ai_071_object_closeup_native.png,png,native,0.154528,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_071_object_closeup_native.png
ai_072,ai,object_closeup,native,ai_072_object_closeup_native.png,png,native,0.160281,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_072_object_closeup_native.png
ai_073,ai,object_closeup,native,ai_073_object_closeup_native.png,png,native,0.176354,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_073_object_closeup_native.png
ai_074,ai,object_closeup,native,ai_074_object_closeup_native.png,png,native,0.155239,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\object_closeup\ai_074_object_closeup_native.png
ai_076,ai,outdoor_street,native,ai_076_outdoor_street_native.png,png,native,0.191314,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_076_outdoor_street_native.png
ai_077,ai,outdoor_street,native,ai_077_outdoor_street_native.png,png,native,0.174488,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_077_outdoor_street_native.png
ai_078,ai,outdoor_street,native,ai_078_outdoor_street_native.png,png,native,0.195955,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_078_outdoor_street_native.png
ai_079,ai,outdoor_street,native,ai_079_outdoor_street_native.png,png,native,0.171600,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_079_outdoor_street_native.png
ai_080,ai,outdoor_street,native,ai_080_outdoor_street_native.png,png,native,0.188574,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_080_outdoor_street_native.png
ai_082,ai,outdoor_street,native,ai_082_outdoor_street_native.png,png,native,0.198186,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_082_outdoor_street_native.png
ai_083,ai,outdoor_street,native,ai_083_outdoor_street_native.png,png,native,0.182983,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_083_outdoor_street_native.png
ai_084,ai,outdoor_street,native,ai_084_outdoor_street_native.png,png,native,0.186084,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_084_outdoor_street_native.png
ai_085,ai,outdoor_street,native,ai_085_outdoor_street_native.png,png,native,0.164386,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_085_outdoor_street_native.png
ai_086,ai,outdoor_street,native,ai_086_outdoor_street_native.png,png,native,0.169829,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_086_outdoor_street_native.png
ai_087,ai,outdoor_street,native,ai_087_outdoor_street_native.png,png,native,0.173775,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_087_outdoor_street_native.png
ai_088,ai,outdoor_street,native,ai_088_outdoor_street_native.png,png,native,0.166466,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_088_outdoor_street_native.png
ai_089,ai,outdoor_street,native,ai_089_outdoor_street_native.png,png,native,0.192866,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_089_outdoor_street_native.png
ai_090,ai,outdoor_street,native,ai_090_outdoor_street_native.png,png,native,0.188091,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\outdoor_street\ai_090_outdoor_street_native.png
ai_091,ai,people_partial,native,ai_091_people_partial_native.png,png,native,0.206782,ai,hard,stability_flip,AI image label changed across format or resolution variants.,medium,baseline_score,AI variant predicted correctly but confidence is not strong enough.,AI image label changed across format or resolution variants.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\people_partial\ai_091_people_partial_native.png
ai_092,ai,people_partial,native,ai_092_people_partial_native.png,png,native,0.196000,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\raw\ai\people_partial\ai_092_people_partial_native.png
ai_093,ai,people_partial,native,ai_093_people_partial_native.png,png,native,0.179479,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,format_and_resolution_flip,true,data\test_images\day14_expansion\raw\ai\people_partial\ai_093_people_partial_native.png
ai_094,ai,people_partial,native,ai_094_people_partial_native.png,png,native,0.139374,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\raw\ai\people_partial\ai_094_people_partial_native.png
ai_095,ai,people_partial,native,ai_095_people_partial_native.png,png,native,0.191846,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\people_partial\ai_095_people_partial_native.png
ai_096,ai,people_partial,native,ai_096_people_partial_native.png,png,native,0.126955,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\raw\ai\people_partial\ai_096_people_partial_native.png
ai_097,ai,people_partial,native,ai_097_people_partial_native.png,png,native,0.161890,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\raw\ai\people_partial\ai_097_people_partial_native.png
